Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"IITRI Test Cell (Formerly Armour Research Foundation), Chicago, IL (Site plan and details of wings D and E for alternate ""A."" Pencil on ozalid.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1950,,(92.7 x 111.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR5004.5,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,459256,,,,,,,,,,,,
"SAAL S. Victor Social Housing, Porto, Portugal (View of the model)",Álvaro Siza,29732,"(Portuguese, born 1933)",(Portuguese),(1933),(0),(male),1974-1977,Inkjet print,"5 1/8 x 7 1/2"" (13 x 19.1 cm)",Architecture & Design Purchase Fund,953.2012,Architecture,Architecture & Design,2012-06-07,Y,161461,https://www.moma.org/collection/works/161461,https://www.moma.org/media/W1siZiIsIjI1NjEwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4be86a054fa9e50c,,,,,13.0175260351,,,19.0500381001,,
"Cuzco, Peru",Harry Callahan,924,"(American, 1912–1999)",(American),(1912),(1999),(male),1974,Gelatin silver print,"9 3/8 × 9 1/16"" (23.8 × 23 cm)",Gift of Robert and Joyce Menschel,41.1987,Photograph,Photography,1987-02-19,Y,44577,https://www.moma.org/collection/works/44577,https://www.moma.org/media/W1siZiIsIjUyNjc1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=879652fc9a7cf066,,,,,23.8,,,23.0,,
No. 25,Julije Knifer,30437,"(Croatian, 1924–2004)",(Croatian),(1924),(2004),(male),1960,Pencil on paper,"9 × 6 1/2"" (22.9 × 16.5 cm)",Gift of the Estate of Julije Knifer,1292.2016,Drawing,Drawings & Prints,2016-11-14,Y,216354,https://www.moma.org/collection/works/216354,https://www.moma.org/media/W1siZiIsIjM5Njg3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3bf17295dc238fbc,,,,,22.8600457201,,,16.5100330201,,
Bethany,Francis Frith,2015,"(British, 1822–1898)",(British),(1822),(1898),(male),1857,Albumen silver print,"6 1/8 × 8 3/4"" (15.5 × 22.2 cm)","Transferred from The Museum of Modern Art Library, New York",169.1974.73,Photograph,Photography,1974-04-02,N,47279,,,,,,,15.5,,,22.2,,
"Marian Anderson, Contralto, New York",Richard Avedon,248,"(American, 1923–2004)",(American),(1923),(2004),(male),"June 30, 1955",Gelatin silver print,"15 3/16 × 19 1/16"" (38.6 × 48.5 cm)",Gift of the artist,93.1959,Photograph,Photography,1959-04-22,Y,46131,https://www.moma.org/collection/works/46131,https://www.moma.org/media/W1siZiIsIjQ0MzM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3195bb7d025e68d2,,,,,38.6,,,48.5,,
"THE CIRCUMCISION, plate 6 (volume I, folio 20) from the BIBLE",Marc Chagall,1055,"(French, born Belarus. 1887–1985)",(French),(1887),(1985),(male),1931-1956,"Etching, soft ground etching, and engraving, printed in black","plate  11 7/8 x 9 7/16"" (30.2 x 24 cm)",The Louis E. Stern Collection,756.1964.A06,Illustrated Book,Drawings & Prints,1964-10-06,N,22984,,,,,,,30.2,,,24.0,,
Fluxfilms short version,Fluxus Collective,36649,,(),(0),(0),(),,Film,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC959,Video,Fluxus Collection,2008-10-08,N,130589,,,,,,,,,,,,
Untitled,Marc Chagall,1055,"(French, born Belarus. 1887–1985)",(French),(1887),(1985),(male),(1952),,,Larry Aldrich Fund,315.1958.1,Print,Drawings & Prints,1958-12-19,N,94218,,,,,,,,,,,,
"31eme Exposition d'Ensemble, Salon des Cent",Lobel,3577,(French),(French),(0),(0),(),1897,Lithograph,"23 5/8 x 16 9/16"" (60 x 42 cm)",Gift of Ludwig Charell,167.1956,Design,Architecture & Design,1956-03-19,Y,5444,https://www.moma.org/collection/works/5444,https://www.moma.org/media/W1siZiIsIjM5ODIwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6c2cac4a768554ce,,,0.0,,60.0,,,42.0,,
Atlanta,Harry Callahan,924,"(American, 1912–1999)",(American),(1912),(1999),(male),1984,Dye transfer print,"9 5/8 × 14 7/16"" (24.4 × 36.7 cm)","Gift of The Foundation-To-Life, Inc., in memory of Eugene M. Schwartz",480.1996,Photograph,Photography,1996-10-08,Y,54140,https://www.moma.org/collection/works/54140,https://www.moma.org/media/W1siZiIsIjE5NzMxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f757172ccd2bfe30,,,,,24.4,,,36.7,,
Oleksander Arkhipenko (Alexander Archipenko),,,,,,,,1923,,"Page: 12 1/8 x 8 7/8"" (30.8 x 22.6 cm)",Gift of The Judith Rothschild Foundation,670.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,20235,,,,,,,30.8,,,22.6,,
"Institute of Gas Technology Complex, Chicago, IL (Basement-floor plan.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1947—1955,Ink on paper,(63.5 x 80 cm.),"Mies van der Rohe Archive, gift of the architect",MR4703.62,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,454955,,,,,,,,,,,,
"Page from Sketchbook #27, New York City",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1954-58,"Page from a sketchbook with pencil, ink, felt-tip pen, watercolor, and cut-and-pasted colored and printed paper","8 1/2 × 5 1/2"" (21.6 × 14 cm)",Gift of Jack Shear,348.2020.247,Notebook,Drawings & Prints,2020-12-09,N,440721,,,,,0.0,,21.6,,,14.0,,
"East Berlin, G.D.R. (January 14, 1989) from precariously close to 5 billion points of confusion",Julia Wachtel,37643,"(American, born 1956)",(American),(1956),(0),(female),1990,One from a portfolio of nine lithograph and screenprints,"composition: 21 1/2 x 29"" (54.6 x 73.7 cm); sheet: 21 15/16 x 29 7/16"" (55.8 x 74.8 cm)",Gift of Carl and Elizabeth Solway in memory of Norma Solway Ehrlich,1627.2009.6,Print,Drawings & Prints,2009-11-17,Y,133194,https://www.moma.org/collection/works/133194,https://www.moma.org/media/W1siZiIsIjIzNzI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2ff37aab71de951c,,,,,54.6,,,73.7,,
"IIT Master Plan, General Studies, Preliminary Studies, Chicago, IL (Exterior perspective. Early scheme.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1939—1941,Pencil on tracing paper,(28 x 62.2 cm.),"Mies van der Rohe Archive, gift of the architect",MR4000.142,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,454798,,,,,,,,,,,,
Concept (for Opitz) (Concept (bei Opitz)),A.R. Penck (Ralf Winkler),4546,"(German, 1939–2017)",(German),(1939),(2017),(male),(1976),Drypoint,"plate: 9 9/16 x 13 7/8"" (24.3 x 35.2 cm); sheet: 15 3/8 x 21"" (39 x 53.3 cm)",Richard A. Epstein Fund,159.1985,Print,Drawings & Prints,1985-06-04,Y,63276,https://www.moma.org/collection/works/63276,https://www.moma.org/media/W1siZiIsIjIxOTg3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5fb445feb3c279bd,,,,,24.3,,,35.2,,
Alvin Lustig letterhead (Letter to Mr. Triska from Alvin Lustig),Alvin Lustig,10328,"(American, 1915–1955)",(American),(1915),(1955),(male),1947,Letterpress,"10 1/2 × 7 1/4"" (26.7 × 18.4 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1265.2015,Design,Architecture & Design,2015-10-19,Y,198648,https://www.moma.org/collection/works/198648,,,,,,26.6700533401,,,18.4150368301,,
New Underground Guide,Unidentified Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),1900-1936,Poster,"40 x 25"" (101.6 x 63.5cm)",Gift of the London Passenger Transport Board,169.1936,Design,Architecture & Design,1936-10-01,N,5453,,,,,,,101.6,,,63.5,,
Double page plate (between pages 134 and 135) from Vertogradari Nad Lozami (Gardeners over the Vines),Natalia Goncharova,2229,"(Russian, 1881–1962)",(Russian),(1881),(1962),(female),1913,Lithograph from an illustrated book with ten lithographs and two woodcuts,"composition (irreg.): 6 9/16 × 8 5/16"" (16.7 × 21.1 cm); page (each): 6 15/16 × 4 1/2"" (17.7 × 11.4 cm)",A. Conger Goodyear Fund,53.1977.11,Illustrated Book,Drawings & Prints,1977-02-10,Y,10800,https://www.moma.org/collection/works/10800,https://www.moma.org/media/W1siZiIsIjQ2MjI3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1a261f67f5aa574e,,,,,16.7,,,21.1,,
Elkins Park,Fred Cain,916,"(American, born 1938)",(American),(1938),(0),(male),1967,Lithograph,"composition and sheet: 17 3/4 × 15 1/16"" (45.1 × 38.3 cm)","Gift of Kleiner, Bell & Co.",1988.1967,Print,Drawings & Prints,1974-01-10,Y,77849,https://www.moma.org/collection/works/77849,https://www.moma.org/media/W1siZiIsIjI3NjMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d9a15a5d5fe8f6d6,,,,,45.1,,,38.3,,
"Plate (page 93) from Arkhitekturnye fantazii: 101 kompozitsiia v kraskakh, 101 arkhitekturnaia miniatiura (Architectural Fantasies: 101 Compositions in Color, 101 Architectural Miniatures)",Iakov Chernikhov,1093,"(Russian, born Ukraine. 1889–1951)",(Russian),(1889),(1951),(male),1933,One from an illustrated book with 214 letterpress illustrations,"composition (irreg.): 6 3/16 × 5 5/16"" (15.7 × 13.5 cm); page (each): 11 3/4 × 8 1/16"" (29.9 × 20.5 cm)",Gift of The Judith Rothschild Foundation,378.2001.59,Illustrated Book,Drawings & Prints,2001-01-24,N,416878,,,,,,,15.7,,,13.5,,
The Apparition (No. 9),Clarence John Laughlin,3406,"(American, 1905–1985)",(American),(1905),(1985),(male),1946,Gelatin silver print,"13 3/4 × 10 3/4"" (35.0 × 27.3 cm)",Purchase,174.1974,Photograph,Photography,1974-04-02,Y,47374,https://www.moma.org/collection/works/47374,https://www.moma.org/media/W1siZiIsIjE4NzMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fe50a9add03cd6aa,,,,,35.0,,,27.3,,
"Häll Ögonen Öppna.., Bliva-Trafikant",Eduard Ludwig,6011,(German),(German),(0),(0),(male),Unknown,Lithograph,"39 3/16 x 27 1/4"" (99.5 x 69.3 cm)",Gift of Danish Information Office,348.1953,Design,Architecture & Design,1953-04-07,Y,6424,https://www.moma.org/collection/works/6424,https://www.moma.org/media/W1siZiIsIjUxNzY2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4f1a3d7e74ff718e,,,,,99.5,,,69.3,,
Plate (page 21) from Les Petites Fleurs de St. François (The Little Flowers of St. Francis),Émile Bernard,511,"(French, 1868–1941)",(French),(1868),(1941),(male),1928,One from an illustrated book with 329 woodcuts,"composition (irreg.): 12 1/2 × 9 1/2"" (31.7 × 24.1 cm); page: 12 13/16 × 9 13/16"" (32.5 × 25 cm)",The Louis E. Stern Collection,677.1964.16,Illustrated Book,Drawings & Prints,1964-10-06,Y,20375,https://www.moma.org/collection/works/20375,https://www.moma.org/media/W1siZiIsIjE5MDYwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa9278e52a03632a,,,,,31.7,,,24.1,,
"IITRI Minerals and Metals Research Building, Chicago, IL (Plans.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1942—1943,"Pencil, Colored pencil on tracing paper",(53.3 x 103.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR4200.6,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,454432,,,,,,,,,,,,
"Glass Skyscraper, project (Print of MR21.2)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1922,Print,"20 1/2 x 23"" (52.1 x 58.4 cm)","Mies van der Rohe Archive, gift of the architect
",MR21.3,Mies van der Rohe Archive,Architecture & Design,,N,187060,,,,,,,52.0701041402,,,58.4201168402,,
"Papuan Gulf, State I from The Ritual Series",Terence La Noue,3327,"(American, born 1941)",(American),(1941),(0),(male),1987,"Etching, aquatint and engraving",,Gift of Terence La Noue and Tyler Graphics Ltd.,354.1989,Print,Drawings & Prints,1989-12-31,Y,67559,https://www.moma.org/collection/works/67559,https://www.moma.org/media/W1siZiIsIjIyMzM1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e69887990bdde5b0,,,,,,,,,,
Grille du Palais de Justice,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.4124,Photograph,Photography,1968-03-06,N,42351,,,,,,,,,,,,
Untitled,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1999,Drypoint,"plate: 13 7/8 x 16 15/16"" (35.3 x 43 cm); sheet: 17 13/16 x 20 13/16"" (45.3 x 52.8 cm)",Gift of the artist,790.2008,Print,Drawings & Prints,2008-06-18,Y,84440,https://www.moma.org/collection/works/84440,https://www.moma.org/media/W1siZiIsIjE2NjQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1c0ddd35b3254e7d,,,,,35.3,,,43.0,,
"Anna Friedlander. New City, New York",Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(male),1974,Gelatin silver print,"7 5/8 × 11 7/16"" (19.4 × 28.9 cm)",Purchase,161.1984,Photograph,Photography,1984-05-17,N,47071,,,,,,,19.4,,,28.9,,
"Iphigenia/Titus Andronicus,",Joseph Beuys,540,"(German, 1921–1986)",(German),(1921),(1986),(male),1985,"Multiple of photographic negatives with paint additions, glass, and iron","overall: 28 1/8 × 21 9/16 × 1 3/4"" (71.5 × 54.8 × 4.5 cm)","Gift of Edition Schellmann, Munich and New York",245.1989,Multiple,Drawings & Prints,1989-10-12,Y,65129,https://www.moma.org/collection/works/65129,https://www.moma.org/media/W1siZiIsIjE2MTc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6a09e3f82074cb90,,,,,71.4,,,54.8,,
Untitled,Rudi Tröger,5934,"(German, born 1929)",(German),(1929),(0),(male),(1968),Lithograph,"composition (irreg.): 15 7/16 x 9 15/16"" (39.2 x 25.2 cm); sheet: 23 3/8 x 16 9/16"" (59.4 x 42 cm)",Gift of Walter Bareiss,20.1987,Print,Drawings & Prints,1987-01-15,Y,60120,https://www.moma.org/collection/works/60120,https://www.moma.org/media/W1siZiIsIjIyMzE5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=563e17eb99051ab1,,,,,39.2,,,25.2,,
Fortissimo Pour Piano Fluxus,Ben Vautier,6115,"(French, born Italy. 1935)",(French),(1935),(0),(male),,DVD,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC907,Video,Fluxus Collection,2008-10-08,N,130537,,,,,,,,,,,,
Untitled,Bernardo Ortiz Campo,41332,"(Colombian, born 1972)",(Colombian),(1972),(0),(male),(2009),Enamel on waxed paper,"8 1/2 x 11"" (21.6 x 27.9 cm)",Purchased with funds provided by Gonzalo Parodi,513.2012,Drawing,Drawings & Prints,2012-02-14,Y,156808,https://www.moma.org/collection/works/156808,https://www.moma.org/media/W1siZiIsIjI0NjM4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d41e29ce6f541580,,,,,21.5900431801,,,27.9400558801,,
Painting with Two Balls I,Jasper Johns,2923,"(American, born 1930)",(American),(1930),(0),(male),1962,Lithograph,"composition: 20 15/16 x 17"" (53.2 x 43.2cm); sheet: 26 9/16 x 20 3/8"" (67.5 x 51.8cm)",Gift of the Celeste and Armand Bartos Foundation,353.1962,Print,Drawings & Prints,1962-12-11,Y,67530,https://www.moma.org/collection/works/67530,https://www.moma.org/media/W1siZiIsIjI2ODAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ebc2b6d4da0ccbd5,,,,,53.2,,,43.2,,
"F. Léger, Museum Morsbroich - Leverkusen",Fernand Léger,6624,"(French, 1881–1955)",(French),(1881),(1955),(male),1955,Photolithograph,"30 1/4 × 22 1/2"" (76.8 × 57.2 cm)",Gift of Mourlot,171.1955,Design,Architecture & Design,1955-06-16,Y,5471,https://www.moma.org/collection/works/5471,https://www.moma.org/media/W1siZiIsIjUxNzkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c67a201f0aa67bc1,,,,,76.8351536703,,,57.1501143002,,
Plate XVIII from DIES IRAE,Peter Lipman-Wulf,3564,"(American, born 1905)",(American),(1905),(0),(male),1949-1963,"Engraving, drypoint and collagraph, printed in color","plate  14 7/8 x 10 11/16"" (37.8 x 27.2 cm)","Gift of Mr. and Mrs. Alfred H. Barr, Jr.",1402.1968.18,Illustrated Book,Drawings & Prints,1968-10-10,N,32221,,,,,,,37.8,,,27.2,,
"Harold Arlen, Truman Capote, Marlene Dietrich and Leonard Lyons at El Morocco",Dan Weiner,6287,"(American, 1919–1959)",(American),(1919),(1959),(male),1955,Gelatin silver print,"9 1/16 × 13 5/8"" (23 × 34.6 cm)",Gift of Sandra Weiner,60.2003,Photograph,Photography,2003-04-10,Y,88106,https://www.moma.org/collection/works/88106,https://www.moma.org/media/W1siZiIsIjE5Mjc2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=11bc45f95c7f6b1a,,,,,23.0,,,34.6,,
Spirit Shoes from The Valise,Matías Duville,45810,"(Argentine, born 1974)",(Argentine),(1974),(0),(male),"2016, published 2017","Offset lithograph from a multiple of archival carrying case, containing 14 printed objects, two multiples, two books, and one 12-inch vinyl record","composition and sheet: 28 × 40"" (71.1 × 101.6 cm)",Gift of the Library Council of The Museum of Modern Art,655.2017.6,Print,Drawings & Prints,2017-10-18,N,274132,,,,,,,71.1201422403,,,101.6002032004,,
"National Theater, Mannheim, Germany (Shipping crate for model. Cross sections. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1952—1953,Pencil on paper,(15.2 x 21.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR5207.38,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,463341,,,,,,,,,,,,
ÉLOGE DE RAOUL DUFY,Raoul Dufy,1646,"(French, 1877–1953)",(French),(1877),(1953),(male),(1931),"4 lithographs (including head- and tailpieces), printed in color, and 1 etching, printed in black","page  12 9/16 x 9 13/16"" (32 x 25 cm)
Prints:  various dimensions.",The Louis E. Stern Collection,823.1964.1-5,Illustrated Book,Drawings & Prints,1964-10-06,N,25761,,,,,,,32.0,,,25.0,,
Bucket,Roman Signer,7824,"(Swiss, born 1938)",(Swiss),(1938),(0),(male),1984,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1254.2007,Video,Media and Performance,2007-12-10,Y,114599,https://www.moma.org/collection/works/114599,https://www.moma.org/media/W1siZiIsIjE0NjI3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d3616f475c91887,,,,,,,,,,120.0
"Page 283 (folio 15) from A HUMUMENT, Volume II",Tom Phillips,4603,"(British, born 1937)",(British),(1937),(0),(male),1966-1970,"Line block, printed in color","irreg. composition  5 7/8 x 3 11/16"" (15 x 9.3 cm)",,521.1971.13,Illustrated Book,Drawings & Prints,1971-10-07,N,18217,,,,,,,15.0,,,9.3,,
Emergency Temporary Shelter,"Better Shelter, Sweden",49237,"(Swedish, est. 2010)",(Swedish),(2010),(0),(),2010,"Steel frame, polyolefin envelope, polypropylene, polyamide and ABS plastic components, photovoltaics","223 5/8 × 130 11/16 × 111 7/16"" (568 × 332 × 283 cm)",Gift of Better Shelter,116.2016,Architecture,Architecture & Design,2016-02-22,Y,200325,https://www.moma.org/collection/works/200325,https://www.moma.org/media/W1siZiIsIjQyNDIwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f948eadd7759d517,,,283.0,,568.0,,,332.0,,
"Esplanade Apartment Buildings, Chicago, IL (Site Plan and sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1953—1956,Pencil and colored pencil on paper,(49.5 x 106.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR5304B.17,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,463349,,,,,,,,,,,,
I Decided to Jump Headfirst,Willi Ruge,24600,"(German, 1882–1961)",(German),(1882),(1961),(male),1931,Gelatin silver print,"8 1/16 × 5 9/16"" (20.4 × 14.2 cm)",Thomas Walther Collection. Gift of Thomas Walther,1849.2001.6,Photograph,Photography,2001-12-13,Y,91502,https://www.moma.org/collection/works/91502,https://www.moma.org/media/W1siZiIsIjIwMzAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fed90fe409c9361f,,,,,20.4,,,14.2,,
Ballet Premier,Unidentified Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),1900-1950,Poster,,Gift of Philip Johnson,358.1950,Design,Architecture & Design,1950-11-15,N,6498,,,,,,,,,,,,
Shocking Corn (Norfolk),Peter Henry Emerson,1724,"(British, born Cuba. 1856–1936)",(British),(1856),(1936),(male),1888,Photogravure,"6 9/16 × 6 7/16"" (16.7 × 16.3 cm)",Purchase,39.1989.8,Photograph,Photography,1989-03-09,N,82846,,,,,,,16.7,,,16.3,,
"The Final Solution, plate 2 (folio 5) from The Holocaust",Murray Zimiles,6570,"(American, born 1941)",(American),(1941),(0),(male),"1987, published 1988",One from an illustrated book with twelve offset lithographs (including variants on title page and folder front),"composition (irreg.): 21 7/16 × 28 1/4"" (54.5 × 71.7 cm); page: 22 1/16 × 29 15/16"" (56 × 76 cm)",Gift of The Lauder Foundation,201.1988.3,Illustrated Book,Drawings & Prints,1988-05-04,Y,13372,https://www.moma.org/collection/works/13372,,,,,,54.5,,,71.7,,
"Neizdannyi Khlebnikov, vols. 1-19, 23, and 24","Vasyl Yermilov, Vladimir Mayakovsky, Velimir Khlebnikov, Ivan Kliun, Kirill Zdanevich, Igor' Terent'ev, Valentin Kataev, Natalia Goncharova","23519, 11904, 11900, 13470, 11875, 12509, 24280, 2229","(Ukrainian, 1894–1968) (Russian, 1893–1930) (Russian, 1885–1922) (Russian, 1878–1943) (Georgian, 1892 – 1969) (Russian, 1892–1937) (Russian, 1881–1962)",(Ukrainian) (Russian) (Russian) (Russian) (Georgian) (Russian) () (Russian),(1894) (1893) (1885) (1878) (1892) (1892) (0) (1881),(1968) (1930) (1922) (1943) (1969) (1937) (0) (1962),(male) (male) (male) (male) (male) (male) (male) (female),1928-1933,H (vol. IX): Cover with lithographed manuscript text by Kliun on front; 1 lithographed illustration by Terent'ev; lithographed manuscript text. L (vol. XIII): Cover with lithographed illustration and manuscript design by Kirill Zdanevich on front; lithographed manuscript and typed text. M (vol. XIV): Cover with lithographed manuscript design and illustration on front by Kirill Zdanevich; lithographed manuscript and typed text. P (vol. XVII): Cover with lithographed manuscript design on front by Goncharova; and lithographed manuscript text by Mikhail Pustynin and Olga Olesha-Suok,"page (From): 6 3/8 x 7 15/16"" (16.2 x 20.1 cm); page (To): 11 9/16 x 8 1/4"" (29.3 x 21 cm)",Gift of The Judith Rothschild Foundation,406.2001.A-T,Illustrated Book,Drawings & Prints,2001-01-24,Y,16729,https://www.moma.org/collection/works/16729,,,,,,16.2,,,20.1,,
